Symbol	Name	Sector	Industry	PE	EPS	DivYield	Shares	DPS	PEG	PtS	PtB
LFGR	Leaf Group Ltd			0	-1.67	0	20391780	0	-0.3	1.26	2.25
LGC	Legacy Acquisition Corp			0	0	0	0	0	0	0	0
LGC.U	Legacy Acquisition Corp Units			0	0	0	0	0	0	0	0
LGC.W	Legacy Acquisition Corp. WT			0	0	0	0	0	0	0	0
LGF.A	Lions Gate Entertainment Corp Cl A			0	0	0	0	0	0	0	0
LGF.B	Lions Gate Entertainment Corp Cl B			0	0	0	0	0	0	0	0
LGI	Lazard Global Total Return and			0	1.408	0	0	0	0	0	0
LH	Laboratory Corporation of America Holdings	Health Care	Medical Specialities	21.76	7.14	0	101801800	0	1.76	1.62	2.66
LHC.U	Leo Holdings Corp. Units Each Consisting of One			0	0	0	0	0	0	0	0
LHO	Lasalle Hotel Properties	Consumer Services	Real Estate Investment Trusts	10.41	2.69	6.43	113295200	1.8	-0.82	2.69	1.26
LHO-I	Lasalle Hotel Properties			0	0	0	0	0	0	0	0
LHO-J	Lasalle Hotel Properties			0	0	0	0	0	0	0	0
LII	Lennox International	Capital Goods	Industrial Machinery/Components	27.85	6.94	1.04	42205440	2.04	2	2.17	808.06
LITB	Lightinthebox Holding Co. Ltd			0	-0.14	0	68801070	0	0	0.44	2.21
LKSD	Lsc Communications Inc			11.3	1.52	5.72	34891150	1	-0.64	0.17	2.22
LL	Lumber Liquidators Holdings Inc	Consumer Services	RETAIL: Building Materials	0	-1.64	0	28474770	0	-1.72	1.01	4.77
LLL	L-3 Communications Holdings	Technology	Radio And Television Broadcasting And Communications Equipment	21.32	8.87	1.62	78212580	3	4.43	1.33	2.91
LLY	Eli Lilly and Company	Consumer Durables	Major Pharmaceuticals	36.29	2.31	2.47	1054973000	2.08	1.77	4.03	6.3
LM	Legg Mason Inc	Finance	Investment Managers	16.22	2.41	2.87	93541770	1.12	0.85	1.22	0.92
LMHA	Legg Mason Inc			0	0	0	10000000	0	0	0	0
LMHB	Legg Mason Inc			0	0	0	20000000	0	0	0	0
LMT	Lockheed Martin Corp	Capital Goods	Military/Government/Technical	17.87	17.24	2.6	287987000	8	5.1	1.81	70.1
LN	Line Corp			73.93	0.57	0	220419900	0	0	6.71	5.76
LNC	Lincoln National Corp	Finance	Life Insurance	11.78	6.56	1.51	221388800	1.16	1.29	1.23	1.07
LNC.W	Lincoln National Corp			0	0	0	0	0	0	0	0
LND	Brasilagro Brazi ADR	Closed-End Investment Bond Funds		26.3081	0.149	3.81	53634020	0.15	0	3.8159	0.9926
LNN	Lindsay Corp	Capital Goods	Industrial Machinery/Components	42.77	2.17	1.3	10697050	1.2	2.6	1.91	3.66
LNT	Alliant Energy Corp	Public Utilities	Power Generation	25.83	1.69	2.9	231085700	1.26	3.62	3	2.47
LOMA	Loma Negra Comp Indu Argentina Sociedad Ads			0	0	0	0	0	0	0	0
LOR	Lazard World Dividend &			0	1.26	0	0	0	0	0	0
LOW	Lowe's Companies	Consumer Services	RETAIL: Building Materials	22.89	3.52	2.01	832775100	1.64	1.34	1	12.33
LPG	Dorian Lpg Ltd			0	-0.13	0	54076200	0	-1.01	2.61	0.42
LPI	Laredo Petroleum Holdings Inc			23.19	0.5	0	239547100	0	-0.8	3.61	8.02
LPL	Lg Display Co. Ltd	Capital Goods	Industrial Machinery/Components	4.63	2.83	1.67	715701200	0.22	0.48	0.36	0.73
LPT	Liberty Property Trust			18.49	2.34	3.74	147385500	1.6	6.9	8.65	2.1
LPX	Louisiana-Pacific Corp	Basic Industries	Forest Products	15.31	1.76	0	144717300	0	2.58	1.62	2.95
LQ	La Quinta Holdings Inc	Consumer Services	Business Services	50.68	0.35	0	117614300	0	8.63	2.15	3.04
LRN	K12 Inc	Consumer Services	Other Consumer Services	1722	0.01	0	38681760	0	2.5	0.78	1.21
LSI	Life Storage	Technology	Semiconductors	70.13	1.14	5.01	46407180	4	5.23	7.71	1.8
LTC	Ltc Properties	Consumer Services	Real Estate Investment Trusts	20.49	2.28	4.98	39476510	2.28	5.25	10.79	2.39
LTM	Latam Airlines Group S.A.	Consumer Services	Hotels/Resorts	0	-0.02	0.26	606741600	0.03	0.36	0.88	2.04
LUB	Luby's Inc	Consumer Services	Restaurants	0	-0.92	0	29119340	0	0	0.18	0.48
LUK	Leucadia National Corp	Basic Industries	Forest Products	15.27	1.69	1.57	358695700	0.4	1.08	0.78	0.87
LUV	Southwest Airlines Company	Transportation	Air Freight/Delivery Services	16.59	3.26	0.92	598595500	0.5	1.4	1.58	3.87
LVS	Las Vegas Sands	Consumer Services	Hotels/Resorts	24.03	2.57	4.63	792064800	2.92	7.95	4.03	8.37
LW	Lamb Weston Holdings Inc			22.69	2.24	1.48	146202300	0.75	4.31	2.31	0
LXFR	Luxfer Holdings Plc			21.63	0.59	3.92	26398740	0.5	1.11	0.83	2.04
LXFT	Luxoft Holding Inc			28.19	1.6	0	33518310	0	0.97	1.89	3.84
LXP	Lexington Realty Trust	Consumer Services	Real Estate Investment Trusts	75.56	0.14	6.78	240196100	0.7	6.1	6.16	1.89
LXP-C	Lexington Realty Tru			0	0	0	0	0	0	0	0
LXU	Lsb Industries Inc	Basic Industries	Major Chemicals	3.58	2.08	0	28405110	0	-0.24	0.53	0.47
LYB	Lyondellbasell Industries Nv	Basic Industries	Major Chemicals	11.05	8.96	3.64	395818600	3.6	1.55	1.25	5.86
LYG	Lloyds Banking Group Plc	Finance	Commercial Banks	32.95	0.11	2.85	15918700000	0.1	0	2.62	0.93
LYV	Live Nation Entertainment	Consumer Services	Services-Misc. Amusement & Recreation	6170	0.01	0	204908500	0	2.51	0.94	7.06
LZB	La-Z-Boy Inc	Consumer Durables	Home Furnishings	16.36	1.69	1.57	48375450	0.44	2.09	0.88	2.29
M	Macy's Inc	Consumer Services	Department/Specialty Retail Stores	8.95	2.2	7.67	304723200	1.51	0.34	0.26	1.48
MA	Mastercard Inc	Miscellaneous	Business Services	36.85	4.03	0.6	1064907000	0.88	1.96	13.67	26.73
MAA	Mid-America Apartment Communities	Consumer Services	Real Estate Investment Trusts	46.49	2.16	3.49	113575300	3.48	9.53	8.42	1.8
MAA-I	Mid-America Apt Communities Inc			0	0	0	0	0	0	0	0
MAC	Macerich Company	Consumer Services	Real Estate Investment Trusts	55.61	1.02	4.98	141442700	2.84	-484.73	7.55	2.09
MAIN	Main Street Capital Corp			13.24	3.04	5.71	56823820	2.28	2.48	11.85	1.77
MAN	Manpower Inc	Technology	Professional Services	19.18	6.54	1.48	66762380	1.86	1.83	0.42	3.31
MANU	Manchester United Ltd			58.28	0.31	0.98	163934400	0.18	1566.2	3.92	4.77
MAS	Masco Corp	Basic Industries	Forest Products	24.84	1.62	1.05	315488100	0.42	1.14	1.69	0
MATX	Matson Inc			15.88	1.74	2.93	43053540	0.8	3.27	0.59	2.47
MAV	Pioneer Muni High Income Advantage Trust	Finance	Closed-End Fund - Debt	0	0.05	0	0	0	0	0	0
MAXR	Maxar Technologies Ltd			29.25	2.3	1.89	56011360	1.19	0	0	0
MBI	MBIA Inc	Finance	Property-Casualty Insurers	0	-11.8	0	125816200	0	-0.86	3.46	0.42
MBT	Mobile Telesystems	Public Utilities	Telecommunications Equipment	6.15	1.72	6.84	978219700	0.71	3282.58	0.73	2.5
MC	Moelis	Consumer Services	Electronic Equipment	19.77	2.16	3.56	27602340	1.48	1.77	1.64	4.13
MCA	Blackrock Muniyield California Insured Fund	Closed-End Investment Bond Funds		0	-0.122	0	0	0	0	0	0
MCB	Metropolitan Bank Holding Corp			0	0	0	0	0	0	0	0
MCC	Medley Capital Corp	Industrial Goods	General Building Materials	0	0.09	10.16	0	0.64	1.69	0	0
MCD	McDonald's Corp	Consumer Services	Restaurants	27.07	6.11	2.46	810024800	4.04	2.77	5.49	0
MCI	Massmutual Corporate Investors	Finance	Closed-End Fund - Debt	0	1.12	0	0	0	0	0	0
MCK	Mckesson Corp	Health Care	Other Pharmaceuticals	6.15	22.04	1	210293500	1.36	4.14	0.15	2.67
MCN	Madison/Claymore Covered Call & Equity Strategy	Finance	Closed-End Fund - Debt	0	0.65	0	0	0	0	0	0
MCO	Moody's Corp	Finance	Finance: Consumer Services	58.82	2.49	1.04	191051900	1.52	1.99	7.34	0
MCR	MFS Charter Income Trust	Finance	Closed-End Fund - Debt	0	0.78	0	0	0	0	0	0
MCRN	Milacron Holdings Corp			0	-0.1	0	69142860	0	1.14	1.01	2.55
MCS	Marcus Corp	Consumer Services	Hotels/Resorts	17.58	1.51	1.88	27818830	0.5	1.26	1.24	1.82
MCV	Medley Capital Corp			0	0	0	2399842	0	0	0	0
MCX	Medley Capital Corp			0	0	0	0	0	0	0	0
MCY	Mercury General Corp	Finance	Property-Casualty Insurers	39.19	1.43	4.43	55317630	2.49	1.19	0.96	1.76
MD	Mednax Inc	Health Care	Hospital/Nursing Management	14.1	3.14	0	92140920	0	0.92	1.2	1.41
MDC	M.D.C. Holdings	Capital Goods	Homebuilding	15.43	2.36	2.74	51894560	1	1.04	0.73	1.39
MDLQ	Medley Llc 7.25% Notes Due 2024			0	0	0	0	0	0	0	0
MDLX	Medley Llc			0	0	0	2144096	0	0	0	0
MDLY	Medley Management Inc			29	0.2	13.91	5317242	0.8	6.08	0.45	0
MDP	Meredith Corp	Consumer Services	Newspapers/Magazines	12.63	4.16	3.89	44529020	2.08	3.18	1.39	2.39
MDR	McDermott International	Capital Goods	Metal Fabrications	24.96	0.26	0	283513100	0	0.87	0.71	1.1
MDT	Medtronic Inc	Health Care	Biotechnology: Electromedical & Electrotherapeutic Apparatus	27.36	2.97	2.29	1354613000	1.84	2.63	3.64	2.15
MDU	Mdu Res Group Inc	Basic Industries	Mining & Quarrying of Nonmetallic Minerals (No Fuels)	23.5	1.15	2.86	195410800	0.77	3.66	1.24	2.27
MED	Medifast Inc	Consumer Non-Durables	Packaged Foods	31.36	1.99	2.02	11929980	1.28	1.99	2.72	7.24
MEI	Methode Electronics	Capital Goods	Electrical Products	19	2.46	0.78	36791440	0.36	1.2	2.06	2.89
MEN	Blackrock Munienhanced Fund	Finance	Closed-End Fund - Debt	0	0.88	0	0	0	0	0	0
MER-K	ML 6.45% Trust Pfd			0	0	0	0	0	0	0	0
MER-P	ML Cap TR III 7.375%			0	0	0	0	0	0	0	0
MET	Metlife Inc	Finance	Life Insurance	638.71	0.09	2.95	1062811000	1.6	1.26	0.91	0.83
MET-A	Metlife Pfd A Fltg			0	0	0	0	0	0	0	0
MFA	MFA Financial Inc	Consumer Services	Real Estate Investment Trusts	10.59	0.79	9.25	396428500	0.8	2.17	8.8	1.01
MFA-B	MFA Financial Inc			0	0	0	0	0	0	0	0
MFC	Manulife Financial Corp	Finance	Life Insurance	13.42	1.51	3.3	1978250000	0.67	1.93	1.23	1.22
MFCB	Mfc Industrial Ltd			0	-2.06	0	12523490	0	0	0.2246	0.4362
MFD	Macquarie/First Trust Global	Finance	Closed-End Fund - Debt	0	0.366	0	0	0	0	0	0
MFG	Mizuho Financial Group	Finance	Major Banks	8.6	0.43	0	12684780000	0	0	1.96	0.58
MFGP	Micro Focus Intl Plc			0	0.72	0	434961800	0	0	0	0
MFL	Blackrock Muniholdings Investment Quality Fund	Finance	Closed-End Fund - Debt	0	-0.03	0	0	0	0	0	0
MFM	MFS Muni Income Trust	Finance	Closed-End Fund - Debt	0	0.56	0	0	0	0	0	0
MFO	MFA Financial Inc			32.21	0.8	0	4000000	0	0	0.28	3.15
MFT	Blackrock Muniyield Investment Qualityfund	Finance	Closed-End Fund - Debt	0	-0.11	0	0	0	0	0	0
MFV	MFS Special Value Trust	Finance	Closed-End Fund - Debt	0	0.41	0	0	0	0	0	0
MG	Mistras Group Inc	Consumer Services	Military/Government/Technical	44.85	0.47	0	28250000	0	1.92	0.88	2.19
MGA	Magna International	Capital Goods	Auto Parts:O.E.M.	9.85	5.53	1.99	369820300	1.1	0.85	0.55	1.91
MGF	MFS Government Markets Income Trust	Finance	Closed-End Fund - Debt	0	0.09	0	0	0	0	0	0
MGM	MGM Resorts International	Consumer Services	Hotels/Resorts	18.5	1.69	1.43	575040000	0.44	3.05	1.79	2.72
MGP	MGM Growth Properties Llc			37.76	0.78	5.37	57724960	1.58	1.13	2.32	1.28
MGU	Macquarie Global Infrastructure Total Return Fun	Finance	Closed-End Fund - Debt	0	0.44	0	0	0	0	0	0
MH-A	Maiden Holdings Ltd 8.25%			0	0	0	0	0	0	0	0
MH-C	Maiden Holdings North America			0	0	0	0	0	0	0	0
MH-D	Maiden Holdings Ltd Pref Ser D			0	0	0	0	0	0	0	0
MHD	Blackrock Muniholdings Fund	Finance	Closed-End Fund - Debt	0	1.28	0	0	0	0	0	0
MHF	Western Asset Muni High	Finance	Closed-End Fund - Debt	0	0.44	0	0	0	0	0	0
MHI	Pioneer Muni High Income Trust	Finance	Closed-End Fund - Debt	0	0.81	0	0	0	0	0	0
MHK	Mohawk Industries	Consumer Durables	Home Furnishings	0	49.9	0	74336090	0	2.53	2.14	3.03
MHLA	Maiden Holdings Ltd 6.625% No			0	0	0	4400151	0	0	0	0
MHN	Blackrock Muniholdings New York Quality Fund	Finance	Closed-End Fund - Debt	0	0.07	0	0	0	0	0	0
MHNC	Maiden Holdings North America			0	0	0	6100184	0	0	0	0
MHO	M/I Homes	Capital Goods	Homebuilding	15.06	2.11	0	25103990	0	0.86	0.43	1.22
MIC	Macquarie Infrastructure Company Trust	Energy	Oil Refining/Marketing	33.82	2.08	7.97	82598800	5.52	3.18	3.28	2.01
MIE	Cohen & Steers MLP Income and			0	0.03	0	0	0	0	0	0
MIN	MFS Intermediate Income Trust	Finance	Closed-End Fund - Debt	0	0.17	0	0	0	0	0	0
MIT-A	Ag Mortgage Investment Trust			0	0	0	0	0	0	0	0
MIT-B	Ag Mortgage Investment Trust I			0	0	0	0	0	0	0	0
MITT	Ag Mortgage Investment Trust			5.89	3.24	10.07	27828180	1.9	-6.28	4.39	1
MIXT	Mix Telematics Ltd			25.02	0.4	3.14	22338660	0.31	301.3	1.84	2
MIY	Blackrock Muniyield Michigan Quality Fund	Finance	Closed-End Fund - Debt	0	0.02	0	0	0	0	0	0
MKC	Mccormick & Company Inc	Consumer Non-Durables	Packaged Foods	27.58	3.6	1.9	131038600	1.88	2.22	2.84	5.15
MKC.V	Mccormick & Company Inc			0	0	0	0	0	0	0	0
MKL	Markel Corp	Finance	Property-Casualty Insurers	37.83	28.92	0	13911230	0	6.38	2.64	1.7
MLI	Mueller Industries	Capital Goods	Metal Fabrications	19.87	1.75	1.18	57758620	0.4	0	0.92	4.03
MLM	Martin Marietta Materials	Basic Industries	Mining & Quarrying of Nonmetallic Minerals (No Fuels)	31.24	6.95	0.81	62822400	1.76	1.34	3.67	3.25
MLP	Maui Land & Pineapple Company	Consumer Non-Durables	Packaged Foods	13.67	1.17	0	19090910	0	0	6.68	9.8
MLR	Miller Industries	Capital Goods	Construction/Ag Equipment/Trucks	16.82	1.68	2.53	11376990	0.72	0	0.54	1.69
MMC	Marsh & Mclennan Companies	Finance	Specialty Insurers	22.38	3.62	1.84	512469100	1.5	1.87	3.09	5.97
MMD	Mainstay Defined Muni Opp Fund			0	0	5.49	0	1.08	0	0	0
MMI	Marcus & Millichap	Technology	Radio And Television Broadcasting And Communications Equipment	18.14	1.53	0	38184440	0	1.85	1.51	3.66
MMM	3M Company	Health Care	Medical/Dental Instruments	26.78	8.77	2.02	596787900	4.7	2.73	4.55	11.99
MMP	Magellan Midstream Partners LP	Energy	Natural Gas Distribution	18.57	3.69	5.23	228095800	3.52	1.75	6.33	7.2
MMS	Maximus Inc	Miscellaneous	Business Services	21.12	3.12	0.27	64814810	0.18	1.53	1.74	4.82
MMT	MFS Multimarket Income Trust	Finance	Closed-End Fund - Debt	0	0.49	0	0	0	0	0	0
MMU	Western Asset Managed Municipals Fund	Finance	Closed-End Fund - Debt	0	0.13	0	0	0	0	0	0
MN	Manning & Napier Inc			7.41	0.53	8.42	15079490	0.32	-0.39	0.25	0.35
MNE	Blackrock Muni New York Intermediate Duration Fu	Finance	Closed-End Fund - Debt	0	-0.28	0	0	0	0	0	0
MNK	Mallinckrodt Plc Ordinary Share			0	-4.63	0	97036790	0	0.79	0.92	0.59
MNP	Western Asset Muni Partners Fund	Finance	Closed-End Fund - Debt	0	-0.02	0	0	0	0	0	0
MNR	Monmouth Real Estate Investment Corp	Consumer Services	Real Estate Investment Trusts	57.34	0.3	4.03	74574280	0.68	7.31	11.55	2.78
MNR-C	Monmouth Real Estate Investment Group			0	0	0	0	0	0	0	0
MO	Altria Group	Consumer Non-Durables	Farming/Seeds/Milling	8.56	7.58	4.09	1928065000	2.64	2.48	6.48	10.21
MOD	Modine Manufacturing Company	Capital Goods	Auto Parts:O.E.M.	45.98	0.46	0	50118200	0	1.16	0.64	2.39
MODN	Model N Inc			0	-1.35	0	29093060	0	-2.3	3.34	9.18
MOG.A	Moog Inc	Technology	Industrial Machinery/Components	0	0	0	0	0	0	0	0
MOG.B	Moog Inc			0	0	0	0	0	0	0	0
MOH	Molina Healthcare Inc	Health Care	Hospital And Medical Service Plans	0	-2.86	0	57044980	0	-0.68	0.2	2.46
MON	Monsanto Company	Basic Industries	Agricultural Chemicals	23.88	5.09	1.78	439516100	2.16	2.66	3.65	8.29
MOS	Mosaic Company	Basic Industries	Agricultural Chemicals	49.86	0.42	2.84	351002900	0.6	6.16	1.04	0.76
MOS.U	Mosaic Acquisition Corp.			0	0	0	0	0	0	0	0
MOSC	Mosaic Acquisition Corp			0	0	0	0	0	0	0	0
MOV	Movado Group Inc	Consumer Non-Durables	Consumer Specialties	24.31	1.16	1.85	22970920	0.52	1.15	1.2	1.35
MP-D	Mississippi Pr 5.25			0	0	0	0	0	0	0	0
MPA	Blackrock Muniyield Pennsylvania Quality Fund	Finance	Closed-End Fund - Debt	0	-0.14	0	0	0	0	0	0
MPC	Marathon Petroleum Corp			34.87	1.68	2.56	506242500	1.44	0.95	0.48	2.29
MPLX	Mplx LP			42.2	0.84	6.59	388448500	2.25	4.28	4.37	1.31
MPO	Midstates Petroleum Company Inc			0	0.39	0	0	0	0.4	0	0
MPV	Massmutual Participation Investors	Consumer Services	Miscellaneous	0	1.249	0	0	0	0	0	0
MPW	Medical Properties Trust	Consumer Services	Real Estate Investment Trusts	16.23	0.82	7.31	350150600	0.96	1.9	7.53	1.2
MPX	Marine Products Corp	Capital Goods	Marine Transportation	26.86	0.54	1.84	34881700	0.28	2.39	1.96	7.04
MQT	Blackrock Muniyield Quality Fund II	Finance	Closed-End Fund - Debt	0	1.09	0	0	0	0	0	0
MQY	Blackrock Muniyield Quality Fund	Finance	Closed-End Fund - Debt	0	1.22	0	0	0	0	0	0
MRC	Mrc Global Inc			0	-0.74	0	94284030	0	9.32	0.48	2.07
MRIN	Marin Sotfware Incorporated			0	-4.39	0	5648764	0	0	0.93	1.06
MRK	Merck & Company	Consumer Durables	Major Pharmaceuticals	31.53	1.85	3.03	2727335000	1.88	2.67	4.23	4.28
MRO	Marathon Oil Corp	Energy	Integrated oil Companies	0	-7.84	1.47	850108600	0.2	0.22	2.45	0.93
MRT	Medequities Realty Trust Inc	Consumer Services	Restaurants	35.26	0.33	7.21	31755170	0.84	0	6.47	1.04
MS	Morgan Stanley	Finance	Investment Bankers/Brokers/Service	14.21	3.6	1.97	1811962000	1	0.97	2.46	1.33
MS-A	Morgan Stanley Prfd 'A'			0	0	0	0	0	0	0	0
MS-E	Morgan Stanley			0	0	0	0	0	0	0	0
MS-F	Morgan Stanley			0	0	0	0	0	0	0	0
MS-G	Morgan Stanley 6.625%			0	0	0	0	0	0	0	0
MS-I	Morgan Stanley			0	0	0	0	0	0	0	0
MS-K	Morgan Stanley Dep Shs Repstg 1/1000Th Sh Non-Cu			0	0	0	0	0	0	0	0
MSA	Msa Safety Inc	Health Care	Industrial Specialties	40.96	1.99	1.72	38125690	1.4	1.67	2.78	5.26
MSB	Mesabi Trust	Basic Industries	Precious Metals	12.68	1.84	6.31	13120170	1.49	0	11.98	17.34
MSCA	Main Street Capital Corporatio			8.45	3.04	0	56787240	0	0	7.62	1.14
MSCI	MSCI Inc	Miscellaneous	Business Services	38.86	3.09	1.26	90083340	1.52	1.86	9.04	35.28
MSD	Morgan Stanley Emerging Markets Debt	Finance	Closed-End Fund - Foreign	0	1.07	0	0	0	0	0	0
MSF	Morgan Stanley Emerging Markets Fund Inc	Finance	Closed-End Fund - Foreign	0	0.919	0	0	0	0	0	0
MSG	The Madison Square Garden Comp			0	-3.05	0	23555650	0	2.4	3.86	2.11
MSGN	Msg Networks Inc			8.88	2.22	0	75126900	0	2.16	2.22	0
MSI	Motorola Solutions	Technology	Radio And Television Broadcasting And Communications Equipment	24.05	3.79	2.06	162627500	1.88	5.02	2.37	0
MSL	Midsouth Bancorp			0	-0.14	0.29	16543270	0.04	-27.9	3.18	1.01
MSM	Msc Industrial Direct Company	Capital Goods	Industrial Machinery/Components	19.58	4.01	2.45	56920920	1.92	1.93	1.55	3.66
MSP	Madison Strategic Sector Premium Fund	Finance	Closed-End Fund - Equity	0	1.04	0	0	0	0	0	0
MT	Arcelormittal	Basic Industries	Steel/Iron Ore	9.17	3.18	0	1019911000	0	1.1	0.48	0.88
MTB	M&T Bank Corp	Finance	Major Banks	19.64	8.54	1.79	151948500	3	1.81	4.86	1.7
MTB-C	M&T Bank Corporation Fixed Rate			0	0	0	0	0	0	0	0
MTB.P	M&T Bank Corporation Fixed Rate			0	0	0	0	0	0	0	0
MTB.W	M&T Bank Corporation Warrants			0	0	0	0	0	0	0	0
MTD	Mettler-Toledo International	Capital Goods	Biotechnology: Laboratory Analytical Instruments	41.75	16.26	0	25670100	0	2.95	6.57	37.1
MTDR	Matador Resources Company			13.19	1.93	0	100274200	0	1.62	6.38	2.79
MTG	Mgic Investment Corp	Finance	Property-Casualty Insurers	14.72	0.97	0	370888700	0	1.32	4.88	1.73
MTH	Meritage Corp	Capital Goods	Homebuilding	13.25	3.63	0	40290760	0	1.3	0.63	1.32
MTL	Mechel Oao	Basic Industries	Steel/Iron Ore	4.65	1.1	0	208577000	0	0	0.11	0
MTL.P	Mechel Steel Group Oao American			0	0	0	0	0	0	0	0
MTN	Vail Resorts	Consumer Services	Services-Misc. Amusement & Recreation	43.55	5.22	1.87	40075660	4.21	2.06	4.74	5.76
MTOR	Meritor Inc.	Capital Goods	Auto Parts:O.E.M.	4.24	6.16	0	88718930	0	0.68	0.74	0
MTR	Mesa Royalty Trust	Energy	Oil & Gas Production	11.69	1.32	9.76	1862987	1.45	0	10.6	8.64
MTRN	Materion Corp	Capital Goods	Industrial Specialties	40.48	1.24	0.85	19940180	0.4	2.49	0.93	1.88
MTT	Western Asset Muni Defined Opportunity Trust Inc			0	0	0	0	0	0	0	0
MTU	Mitsubishi Ufj Financial Group Inc	Finance	Commercial Banks	33.95	0.2	2.31	13287360000	0.16	0	3	0.63
MTW	Manitowoc Company	Capital Goods	Construction/Ag Equipment/Trucks	0	-1.51	0	140708900	0	1.62	0.89	2.13
MTX	Minerals Technologies Inc	Basic Industries	Major Chemicals	16.61	4.4	0.27	35068490	0.2	1.98	1.58	2.29
MTZ	Mastec Inc	Public Utilities	Water Supply	15.71	2.84	0	81032540	0	1.01	0.6	2.91
MUA	Blackrock Muniassets Fund	Finance	Closed-End Fund - Debt	0	1.13	0	0	0	0	0	0
MUC	Blackrock Muniholdings California Quality Fund	Finance	Closed-End Fund - Debt	0	-0.1	0	0	0	0	0	0
MUE	Blackrock Muniholdings Quality Fund II	Finance	Closed-End Fund - Debt	0	-0.02	0	0	0	0	0	0
MUH	Blackrock Muniholdings Fund II	Finance	Closed-End Fund - Debt	0	1.13	0	0	0	0	0	0
MUI	Blackrock Muni Intermediate Duration Fund Inc	Finance	Closed-End Fund - Debt	0	1.09	0	0	0	0	0	0
MUJ	Blackrock Muniholdings New Jersey Insured Fund	Finance	Closed-End Fund - Debt	0	-0.15	0	0	0	0	0	0
MULE	Mulesoft Inc Class A			0	-1.27	0	128857400	0	-26.62	13.11	12.04
MUR	Murphy Oil Corp	Energy	Integrated oil Companies	0	-0.23	3.99	172467700	1	1.82	2.14	0.87
MUS	Blackrock Muniholdings Quality Fund	Finance	Closed-End Fund - Debt	0	0.96	0	0	0	0	0	0
MUSA	Murphy USA Inc	Basic Industries	Metal Fabrications	20.2	3.75	0	36034840	0	3	0.26	3.99
MUX	Mcewen Mining Inc			0	-0.02	0.52	312278400	0.01	0	11.05	1.26
MVC	MVC Capital	Finance	Diversified Investments	0	0.4	5.51	0	0.54	0	0	0
MVCD	MVC Capital Inc 6.25% Senior Notes Due 2022			0	0	0	0	0	0	0	0
MVO	Mv Oil Trust	Energy	Oil & Gas Production	8.72	0.64	13.19	11500000	0.72	0	7.65	3.43
MVT	Blackrock Munivest Fund II	Finance	Closed-End Fund - Debt	0	1.02	0	0	0	0	0	0
MWA	Mueller Water Products	Capital Goods	Metal Fabrications	14.92	0.81	1.32	158201500	0.16	1.84	1.67	4.18
MX	Magnachip Semiconductor Corp	Technology	Semiconductors	22.93	0.46	0	34036190	0	-1.7	0.51	0
MXE	Mexico Equity and	Finance	Closed-End Fund - Foreign	0	-1.45	0	0	0	0	0	0
MXF	Mexico Fund	Finance	Closed-End Fund - Foreign	0	-1.05	0	0	0	0	0	0
MXL	Maxlinear Inc	Technology	Semiconductors	43.29	0.55	0	66416040	0	0.84	4.12	3.9
MYC	Blackrock Muniyield California Fund	Finance	Closed-End Fund - Debt	0	-0.2	0	0	0	0	0	0
MYD	Blackrock Muniyield Fund	Finance	Closed-End Fund - Debt	0	1.19	0	0	0	0	0	0
MYE	Myers Industries	Consumer Non-Durables	Plastic Products	163.91	0.13	2.47	30255050	0.54	14.67	1.22	7.02
MYF	Blackrock Muniyield Investment Fund	Finance	Closed-End Fund - Debt	0	-0.08	0	0	0	0	0	0
MYI	Blackrock Muniyield Quality Fund III	Finance	Closed-End Fund - Debt	0	-0.09	0	0	0	0	0	0
MYJ	Blackrock Muniyield New Jersey Fund	Finance	Closed-End Fund - Debt	0	-0.04	0	0	0	0	0	0
MYN	Blackrock Muniyield New York Quality Fund	Finance	Closed-End Fund - Debt	0	-0.11	0	0	0	0	0	0
MYOV	Myovant Sciences Ltd			0	-1.63	0	60843950	0	0	0	5.51
MZF	Managed Duration Investment Grade Fund	Finance	Closed-End Fund - Debt	0	-0.22	0	0	0	0	0	0
NAC	Nuveen California Divadv Fund	Finance	Closed-End Fund - Equity	0	-0.06	0	0	0	0	0	0
NAD	Nuveen Divadv Fund	Finance	Closed-End Fund - Equity	0	-0.07	0	0	0	0	0	0
NAN	Nuveen New York Divadv Fund	Finance	Closed-End Fund - Equity	0	1.32	0	0	0	0	0	0
NAO	Nordic American Offshore Ltd			0	-0.98	6.15	22550390	0.08	0.09	1.97	0.3
NAP	Navios Maritime Midstream Partn			10.88	0.83	18.61	20946730	1.69	-1.4	2.25	0.73
NAT	Nordic American Tanker Shipping Ltd	Consumer Services	Marine Transportation	0	-0.67	11.83	101969600	0.53	-1.79	1.46	0.56
NAV	Navistar International Corp	Capital Goods	Auto Manufacturing	0	-1.57	0	98117650	0	-16.95	0.52	0
NAV-D	Navistar Intl Pfd D	Capital Goods	Auto Manufacturing	0	0	0	0	0	0	0	0
NAZ	Nuveen Arizona Premium Fund	Finance	Closed-End Fund - Debt	0	0	4.52	0	0.65	0	0	0
NBB	Nuveen Build America Bond Fund			0	0	0	0	0	0	0	0
NBD	Nuveen Build America Bond Opportunity Fund	Banks and Finance		0	0	0	0	0	0	0	0
NBHC	National Bank Holdings Corp			26.43	1.27	1.1	26790880	0.36	2.79	5.11	1.63
NBL	Noble Energy Inc	Energy	Oil & Gas Production	0	-4.24	1.49	471914100	0.4	-51.18	3.28	1.32
