Symbol	Name	Sector	Industry	PE	EPS	DivYield	Shares	DPS	PEG	PtS	PtB
ROOF	IQ US Real Estate Smallcap ETF			0	0	0	0	0	0	0	0
RORE	Lattice Real Estate Strategy ETF			0	0	0	0	0	0	0	0
ROUS	Lattice US Equity Strategy ETF			0	0	0	0	0	0	0	0
ROX	Castle Brands	Consumer Non-Durables	Beverages (Production/Distribution)	0	-0.01	0	164308300	0	0	2.69	110
RPG	S&P 500 Pure Growth Guggenheim			0	0	0	0	0	0	0	0
RPUT	Wisdomtree CBOE Russell 2000 Putwrite Strategy F			0	0	0	0	0	0	0	0
RPV	S&P 500 Pure Value Guggenheim			0	0	0	0	0	0	0	0
RSP	S&P 500 EW Guggenheim	Finance	Closed-End Fund - Equity	0	3.11	0	0	0	0	0	0
RSX	Russia Vaneck ETF			0	0	0	0	0	0	0	0
RSXJ	Russia Smallcap Vaneck ETF			0	0	0	0	0	0	0	0
RTH	Retail ETF Vaneck			0	0	0	0	0	0	0	0
RTM	S&P 500 Materials EW Guggenheim			0	0	0	0	0	0	0	0
RUSL	Russia Bull 3X Direxion			0	0	0	0	0	0	0	0
RUSS	Russia Bear 3X Direxion			0	0	0	0	0	0	0	0
RVNU	Db-Xt Municipal Infrastructure ETF			0	0	0	0	0	0	0	0
RVP	Retractable Technologies	Health Care	Medical/Dental Instruments	0	-0.17	0	31661760	0	0	0.68	0.78
RVRS	Reverse Cap Weighted US Large Cap ETF			0	0	0	0	0	0	0	0
RWC	Relm Wireless Corp	Technology	Radio And Television Broadcasting And Communications Equipment	70.75	0.05	2.13	13768000	0.08	0	1.29	1.4
RWJ	Smallcap Revenue ETF Oppenheimer			0	0	0	0	0	0	0	0
RWK	Midcap Revenue ETF Oppenheimer			0	0	0	0	0	0	0	0
RWL	Largecap Revenue ETF Oppenheimer			0	0	0	0	0	0	0	0
RWM	Russell 2000 Short Proshares			0	0	0	0	0	0	0	0
RWO	DJ Global Real Estate ETF SPDR			0	0	0	0	0	0	0	0
RWR	DJ REIT ETF SPDR	Finance	Closed-End Fund - Equity	0	5.87	0	0	0	0	0	0
RWW	Financial Sector Revenue ETF Oppenheimer			0	0	0	0	0	0	0	0
RWX	DJ Intl Real Estate ETF SPDR			0	0	0	0	0	0	0	0
RXD	Ultrashort Health Care Proshares			0	0	0	0	0	0	0	0
RXI	S&P Global Cons Disc Ishares			0	0	0	0	0	0	0	0
RXL	Ultra Health Care Proshares			0	0	0	0	0	0	0	0
RYE	S&P 500 Energy Equal Weight Guggenheim			0	0	0	0	0	0	0	0
RYF	S&P 500 Financials EW Guggenheim			0	0	0	0	0	0	0	0
RYH	S&P 500 Healthcare EW Guggenheim			0	0	0	0	0	0	0	0
RYJ	Rj Sb-1 Equity Guggenheim ETF			0	0	0	0	0	0	0	0
RYT	S&P 500 Technology EW Guggenheim			0	0	0	0	0	0	0	0
RYU	S&P 500 Utilities EW Guggenheim			0	0	0	0	0	0	0	0
RZG	S&P Smallcap 600 Pure Growth Guggenheim			0	0	0	0	0	0	0	0
RZV	S&P Smallcap 600 Pure Value Guggenheim			0	0	0	0	0	0	0	0
SAA	Ultra Smallcap 600 Proshares			0	0	0	0	0	0	0	0
SACH	Sachem Capital Corp			14.98	0.28	10.5	11101940	0.42	0	10.07	1.14
SAGG	Total Bond Market Bear -1X Direxion			0	0	0	0	0	0	0	0
SAND	Sandstorm Gold Ltd			57.24	0.08	0	184514900	0	0	11.5	1.2
SBB	Smallcap 600 Short Proshares	Finance	Major Banks	0	0	0	0	0	0	0	0
SBIO	Alps Medical Breakthroughs ETF			0	0	0	0	0	0	0	0
SBM	Basic Materials Short Proshares			0	0	0	0	0	0	0	0
SBV	Ipath Pure Beta Broad Commodity			0	0	0	0	0	0	0	0
SCAP	Advisorshares Cornerstone Small			0	0	0	0	0	0	0	0
SCC	Ultrashort Consumer Services Proshares	Finance	Property Management	0	0	0	0	0	0	0	0
SCE-B	South CA Edis 408 Pf			0	0	0	0	0	0	0	0
SCE-C	South CA Edis 424 Pf			0	0	0	0	0	0	0	0
SCE-D	South CA Edis 431 Pf			0	0	0	0	0	0	0	0
SCE-E	South CA Edis 478 Pf			0	0	0	0	0	0	0	0
SCHA	Schwab US Smallcap ETF			0	0	0	0	0	0	0	0
SCHB	Schwab US Broad Market ETF			0	0	0	0	0	0	0	0
SCHC	Schwab Intl Smallcap ETF			0	0	0	0	0	0	0	0
SCHD	Schwab US Dividend Equity ETF			0	0	0	0	0	0	0	0
SCHE	Schwab EM Mkts Equity ETF			0	0	0	0	0	0	0	0
SCHF	Schwab Intl Equity ETF			0	0	0	0	0	0	0	0
SCHG	Schwab US Largecap Growth ETF			0	0	0	0	0	0	0	0
SCHH	Schwab US REIT ETF			0	0	0	0	0	0	0	0
SCHK	Schwab 1000 Index ETF			0	0	0	0	0	0	0	0
SCHM	Schwab US Midcap ETF			0	0	0	0	0	0	0	0
SCHO	Schwab Short-Term US Trsy ETF			0	0	0	0	0	0	0	0
SCHP	Schwab US TIPS ETF			0	0	0	0	0	0	0	0
SCHR	Schwab Interm-Term US Treasury			0	0.17	0	0	0	0	0	0
SCHV	Schwab US Largecap Value ETF			0	0	0	0	0	0	0	0
SCHX	Schwab US Largecap ETF			0	0	0	0	0	0	0	0
SCHZ	Schwab US Aggregate Bond ETF			0	0	0	0	0	0	0	0
SCID	G-X Scientific Beta Europe ETF			0	0	0	0	0	0	0	0
SCIF	India Smallcap ETF Vaneck			0	0	0	0	0	0	0	0
SCIJ	G-X Scientific Beta Japan ETF			0	0	0	0	0	0	0	0
SCIN	India Smallcap Egshares			0	0	0	0	0	0	0	0
SCIU	G-X Scientific Beta US ETF			0	0	0	0	0	0	0	0
SCIX	G-X Scientific Beta Asia Ex-Jpn ETF			0	0.8	0	0	0	0	0	0
SCJ	Japan Smallcap MSCI Ishares			0	0	0	0	0	0	0	0
SCO	Ultrashort DJ-UBS Crude Oil Proshares			0	-2.57	0	0	0	0	0	0
SCTO	G-X JPM US Sector Rotator ETF			0	0	0	0	0	0	0	0
SDD	Ultrashort Smallcap 600 Proshares			0	0	0	0	0	0	0	0
SDEM	G-X Super Dividend EM ETF			0	0	0	0	0	0	0	0
SDIV	G-X Superdividend ETF			0	0	0	0	0	0	0	0
SDOG	Alps Sector Dividend Dogs ETF			0	0	0	0	0	0	0	0
SDOW	Ultrapro Short DOW 30 Proshares			0	0	0	0	0	0	0	0
SDP	Ultrashort Utilities Proshares	Constr. & Agric. Machinery		0	0	0	0	0	0	0	0
SDPI	Superior Drilling Products Inc			0	-0.172	0	15039300	0	0	1.0392	1.4116
SDS	Ultrashort S&P 500 Proshares			0	0	0	0	0	0	0	0
SDY	S&P Dividend SPDR			0	0	0	0	0	0	0	0
SDYL	Etracs Mt Pay 2X S&P Div ETN			0	0	0	0	0	0	0	0
SEA	Shipping Guggenheim ETF	Finance	Diversified Investments	0	0	0	0	0	0	0	0
SEB	Seaboard Corp	Consumer Non-Durables	Meat/Poultry/Fish	15.37	274.23	0.14	1169632	6	0	0.89	1.48
SECT	Northern Lights IV Main Sector Rotation ETF			0	-0.01	0	0	0	0	0	0
SEF	Financials Short Proshares			0	0	0	0	0	0	0	0
SENS	Senseonics Holdings			0	-0.48	0	123202100	0	0	193.6	26.94
SFHY	Wisdomtree Short-Term Hi Yld Corp Bond Fundament			0	0	0	0	0	0	0	0
SFIG	Wisdomtree Short-Term Corp Bond Fundamental			0	0	0	0	0	0	0	0
SGA	Saga Communications	Consumer Services	Broadcasting	15.6	2.85	2.69	5906967	1.2	0	1.87	1.89
SGAR	Sugar Pure Beta ETN Ipath			0	-0.04	0	0	0	0	0	0
SGB	Southwest Georgia Financial Corp	Finance	Major Banks	12.89	1.61	2.13	2546988	0.44	0	2.54	1.3
SGDJ	Alps ETF Trust Sprott Junior Gold			0	0	0	0	0	0	0	0
SGDM	Sprott Gold Miners ETF			0	-0.062	0	0	0	0	0	0
SGG	DJ-UBS Sugar TR Sub-Idx ETN Ipath			0	1.26	0	0	0	0	0	0
SGGB	Ipatha Sugar Series B Bloomberg Subindex Total R			0	0	0	0	0	0	0	0
SGOL	Physical Swiss Gold			0	0.15	0	0	0	0	0	0
SGY.W	Stone Energy Corp			0	0	0	0	0	0	0	0
SH	S&P 500 Short Proshares			0	0	0	0	0	0	0	0
SHAG	Wisdomtree Yield Enhanced U.S. Short-Term Aggreg			0	0	0	0	0	0	0	0
SHE	SSGA Gender Diversity ETF SPDR			0	0.53	0	0	0	0	0	0
SHM	Short-Term Muni Bond ETF SPDR	Biotechnology & Drugs		0	0	0	0	0	0	0	0
SHNY	Direxion Silver Miners Bull 2X			0	0	0	0	0	0	0	0
SHYD	Short High-Yield Vaneck ETF			0	0	0	0	0	0	0	0
SHYG	0-5 Year Hi Yld Core Ishares			0	0	0	0	0	0	0	0
SHYL	Xtrackers Short Duration High Yield Bond ETF			0	0	0	0	0	0	0	0
SIF	Sifco Industries	Capital Goods	Aerospace	0	-3.26	0	5595588	0	0	0.3	0.74
SIJ	Ultrashort Industrials Proshares			0	0	0	0	0	0	0	0
SIL	G-X Silver Miners ETF	Basic Materials	Silver	0	-3.66	0	0	0	0	0	0
SILJ	Purefunds ISE Junior Silver ETF			0	0	0	0	0	0	0	0
SIM	Grupo Simec S.A. De C.V.	Basic Industries	Steel/Iron Ore	20	0.5	0	164646500	0	-1.48	0.97	0.88
SIVR	Physical Silver			0	0	0	0	0	0	0	0
SIZ	US Size Mkt Neutral ETF Quantshares			0	0	0	0	0	0	0	0
SIZE	USA Size Factor Ishares ETF			0	0	0	0	0	0	0	0
SJB	High Yld Short Proshares			0	0	0	0	0	0	0	0
SJNK	ST High Yield Bond ETF SPDR			0	0	0	0	0	0	0	0
SKF	Ultrashort Financials Proshares			0	0	0	0	0	0	0	0
SKY	Skyline Corp			129.4	0.1	0	8391036	0	0	0.45	3.93
SLV	Silver Trust Ishares			0	2.23	0	0	0	0	0	0
SLVP	Global Silver Miners MSCI Ishares			0	0	0	0	0	0	0	0
SLX	Steel Vaneck ETF			0	0	0	0	0	0	0	0
SLY	S&P Smallcap 600 SPDR			0	0	0	0	0	0	0	0
SLYG	S&P Smallcap Growth ETF SPDR			0	31.34	0	0	0	0	0	0
SLYV	S&P Smallcap Value ETF SPDR			0	21.16	0	0	0	0	0	0
SMB	Municipal Short Vaneck ETF			0	0	0	0	0	0	0	0
SMDD	Ultrapro Short Midcap 400 Proshares			0	0	0	0	0	0	0	0
SMDV	Russell 2000 Divd Proshares			0	0	0	0	0	0	0	0
SMEZ	Euro Stoxx Smallcap ETF SPDR			0	0	0	0	0	0	0	0
SMH	Semiconductor Vaneck ETF			0	0	0	0	0	0	0	0
SMHD	Etracs Mt Pay 2X US Smallcap Hi Div ETN			0	0	0	0	0	0	0	0
SMIN	India Smallcap MSCI Ishares			0	0	0	0	0	0	0	0
SMLF	Ishares US Smallcap Multifactor ETF			0	-16.21	0	0	0	0	0	0
SMLL	Direxion Smallcap Bull			0	0	0	0	0	0	0	0
SMLV	SSGA US Smallcap Low Vol Index SPDR			0	0	0	0	0	0	0	0
SMMD	Ishares Trust			0	0	0	0	0	0	0	0
SMMU	Short-Term Muni Bond Strgy ETF Pimco			0	0	0	0	0	0	0	0
SMMV	Ishares Min Vol USA Smallcap ETF			0	0	0	0	0	0	0	0
SMN	Ultrashort Basic Materials Proshares			0	0	0	0	0	0	0	0
SMTS	Sierra Metals Inc			0	-0.03	0	162677700	0	0	0	0
SNMP	Sanchez Midstream Partners LP			0	-4.36	16.68	14215090	1.78	-0.07	1.79	0
SOIL	G-X Fertilizers/Potash ETF			0	0	0	0	0	0	0	0
SOVB	Cambria Sovereign High Yield Bo			0	0	0	0	0	0	0	0
SOXL	Semiconductor Bull 3X Direxion			0	0.89	0	0	0	0	0	0
SOXS	Semiconductor Bear 3X Direxion			0	0	0	0	0	0	0	0
SOYB	Teucrium Soybean			0	0	0	0	0	0	0	0
SPAB	SPDR Aggregate Bond Portfolio ETF			0	0	0	0	0	0	0	0
SPDN	Direxion S&P 500 Bear 1X			0	0	0	0	0	0	0	0
SPDV	Aam S&P 500 High Dividend Value ETF			0	0	0	0	0	0	0	0
SPDW	SPDR World Ex-US Portfolio ETF			0	0	0	0	0	0	0	0
SPEM	SPDR Emerging Markets Portfolio ETF			0	0	0	0	0	0	0	0
SPFF	G-X Superincome Preferred ETF			0	0	0	0	0	0	0	0
SPHB	S&P 500 High Beta Powershares			0	0	0	0	0	0	0	0
SPHD	S&P 500 Hi Div Low Vol PS			0	-2.14	0	0	0	0	0	0
SPHQ	S&P 500 High Qlty Powershares			0	0	0	0	0	0	0	0
SPIB	SPDR Intermediate Term Corporate Bond Portfolio			0	0	0	0	0	0	0	0
SPLB	SPDR Long Term Corporate Bond Portfolio ETF			0	0	0	0	0	0	0	0
SPLG	SPDR Large Cap Portfolio ETF			0	0	0	0	0	0	0	0
SPLV	S&P 500 Low Vol Powershares			0	0	0	0	0	0	0	0
SPLX	Etracs Mt Reset 2X S&P 500 TR ETN			0	0	0	0	0	0	0	0
SPMD	SPDR Mid Cap Portfolio ETF			0	12.77	0	0	0	0	0	0
SPMO	S&P 500 Momentum Portfolio PS			0	0	0	0	0	0	0	0
SPMV	Powershares S&P 500 Minimum Variance Portfolio			0	0	0	0	0	0	0	0
SPPP	Sprott Physical Platinum and Palladium			0	0	0	0	0	0	0	0
SPSB	SPDR Short Term Corporate Bond Portfolio ETF			0	0	0	0	0	0	0	0
SPSM	SPDR Small Cap Portfolio ETF			0	0	0	0	0	0	0	0
SPTL	SPDR Long Term Treasury Portfolio ETF			0	0	0	0	0	0	0	0
SPTM	SPDR Total Stock Market Portfolio ETF			0	0	0	0	0	0	0	0
SPTS	SPDR Short Term Treasury Portfolio ETF			0	0	0	0	0	0	0	0
SPUN	Global Spin-Off Vaneck			0	0	0	0	0	0	0	0
SPUU	Direxion S&P 500 Bull 2X			0	0	0	0	0	0	0	0
SPVM	S&P 500 Value Momentum Portfolio PS			0	0	0	0	0	0	0	0
SPVU	S&P 500 Value Portfolio PS			0	0	0	0	0	0	0	0
SPXE	S&P 500 Ex-Energy Proshares			0	0	0	0	0	0	0	0
SPXH	Velocity Vol Hedge			0	0	0	0	0	0	0	0
SPXL	Direxion S&P 500 Bull 3X			0	0	0	0	0	0	0	0
SPXN	S&P 500 Ex-Financials Proshares			0	0	0	0	0	0	0	0
SPXS	Direxion S&P 500 Bear 3X			0	1.96	0	0	0	0	0	0
SPXT	S&P 500 Ex-Technology Proshares			0	0	0	0	0	0	0	0
SPXU	Ultrapro Short S&P 500 Proshares			0	0	0	0	0	0	0	0
SPXV	S&P 500 Ex-Health Care Proshares			0	0	0	0	0	0	0	0
SPY	S&P 500 SPDR	Finance	Closed-End Fund - Equity	0	27.45	0	0	0	0	0	0
SPYB	S&P 500 Buyback ETF SPDR			0	0	0	0	0	0	0	0
SPYD	SPDR S&P 500 High Dividend Portfolio ETF			0	0	0	0	0	0	0	0
SPYG	SPDR S&P 500 Growth Portfolio ETF			0	8.2	0	0	0	0	0	0
SPYV	SPDR S&P 500 Value Portfolio ETF			0	15.32	0	0	0	0	0	0
SPYX	S&P 500 Ex-Fossil Fuel ETF SPDR			0	0	0	0	0	0	0	0
SRCI	Src Energy Inc			53.49	0.17	0	201327400	0	0.28	10.54	2.03
SRLN	Blackstone Gso Senior Loan SPDR			0	0	0	0	0	0	0	0
SRS	Ultrashort Real Estate Proshares	Medical - Nursing Homes		0	0	0	0	0	0	0	0
SRTY	Ultrapro Short Russell 2000 Proshares			0	0	0	0	0	0	0	0
SSG	Ultrashort Semiconductors Proshares			0	0	0	0	0	0	0	0
SSO	Ultra S&P 500 Proshares			0	0	0	0	0	0	0	0
SSY	Sunlink Health Systems	Health Care	Hospital/Nursing Management	5.05	0.29	0	9158621	0	0	0.26	0.63
STIP	0-5 Year TIPS Bond Ishares			0	0	0	0	0	0	0	0
STOT	Short Duration TR Tactical ETF SPDR			0	0	0	0	0	0	0	0
STPZ	1-5 Year US TIPS Index ETF Pimco			0	0	0	0	0	0	0	0
STRP	Straight Path Communications In			0	-3.67	0	12746940	0	0	3508.71	0
SUB	S&P S/T National Muni Bond Ishares			0	0	0	0	0	0	0	0
SUSA	Ishares Trust			0	-0.56	0	0	0	0	0	0
SVM	Silvercorp Metals Inc	Basic Materials	Silver	8.68	0.28	0.76	167893000	0.02	0	2.46	1.49
SVT	Servotronics Inc	Capital Goods	Industrial Machinery/Components	31.879	0.272	1.69	2293853	0.15	0	0.533	0.757
SVXY	VIX Short-Term Fut Short Proshares			0	0	0	0	0	0	0	0
SYE	MFS Core Equity ETF SPDR			0	0	0	0	0	0	0	0
SYG	MFS Growth Equity ETF SPDR			0	0	0	0	0	0	0	0
SYLD	Cambria Shareholder Yield ETF			0	0	0	0	0	0	0	0
SYN	Synthetic Biologics Inc			0	-0.164	0	128249600	0	0	0	21.8342
SYV	MFS Value Equity ETF SPDR			0	0	0	0	0	0	0	0
SZK	Ultrashort Consumer Goods Proshares			0	0	0	0	0	0	0	0
SZO	DB Crude Oil -1X ETN Powershares			0	0	0	0	0	0	0	0
TAGS	Teucrium Agricultural			0	-0.18	0	0	0	0	0	0
TAIL	Cambria Tail Risk ETF			0	0	0	0	0	0	0	0
TAN	Solar ETF Guggenheim			0	0	0	0	0	0	0	0
TAO	China Real Estate Guggenheim			0	0	0	0	0	0	0	0
TAT	Transatlantic Petroleum Ltd	Energy	Oil & Gas Production	0	-0.2	0	47376620	0	0	0.58	0.8
TAXR	U.S. Tax Reform Fund			0	0	0	0	0	0	0	0
TBF	20+ Year Short Treasury Proshares			0	0	0	0	0	0	0	0
TBLU	Managed Portfolio Series Tortoise Water Fund			0	0	0	0	0	0	0	0
TBT	Ultrashort 20+ Year Treasury Proshares			0	0	0	0	0	0	0	0
TBX	7-10 Year Short Treasury Proshares			0	0	0	0	0	0	0	0
TCHF	Ishares Technology Multifactor			0	0	0	0	0	0	0	0
TCTL	Premise Capital Frontier Advantage Dvsfd Tct ETF			0	0	0	0	0	0	0	0
TDTF	Iboxx 5Yr Target Dur TIPS ETF Flexshares			0	0	0	0	0	0	0	0
TDTT	Iboxx 3Yr Target Dur TIPS ETF Flexshares			0	0	0	0	0	0	0	0
TECL	Technology Bull 3X Direxion			0	0	0	0	0	0	0	0
TECS	Technology Bear 3X Direxion			0	0	0	0	0	0	0	0
TERM	Equitycompass Tactical Risk Manager ETF			0	0	0	0	0	0	0	0
TETF	Industry Exposure & Fin Srvs ETF			0	0	0	0	0	0	0	0
TEUM	Pareteum Corp			0	-2.98	0	14504350	0	0	1.32	0
TFI	Muni Bond ETF SPDR			0	0	0	0	0	0	0	0
TFLO	Treasury Floating Rate Ishares			0	0	0	0	0	0	0	0
TGB	Taseko Mines Ltd	Basic Industries	Precious Metals	50.24	0.04	0	226228200	0	0	1.71	1.68
TGC	Tengasco Inc	Energy	Oil & Gas Production	0	-0.199	0	10615990	0	0	1.2511	1.1972
THD	Thailand Index MSCI Ishares			0	0	0	0	0	0	0	0
THM	International Tower Hill Mines Ltd	Basic Industries	Precious Metals	0	-0.043	0	162387100	0	0	0	1.192
TIK	Tel-Instrument Electronics	Capital Goods	Electrical Products	0	-1.708	0	3255256	0	0	0.5792	0
TILT	Mstar US Mkt Factors Tilt ETF Flexshares			0	0	0	0	0	0	0	0
TIP	TIPS Bond Ishares			0	5.43	0	0	0	0	0	0
TIPX	Barclays 1-10 Year TIPS SPDR			0	0	0	0	0	0	0	0
TIPZ	Broad U.S. TIPS Index ETF Pimco			0	0	0	0	0	0	0	0
TIS	Orchids Paper Products Company	Basic Industries	Paper	65.35	0.19	0	10428810	0	60.7	0.84	0.98
TKAT	Takung Art Co. Ltd			7.5167	0.455	0	11186810	0	0	2.1422	1.9667
TLDH	Flexshares Dm Ex-US Factor Tilt Index Fund			0	0	0	0	0	0	0	0
TLEH	Flexshares EM Factor Tilt Index Fund			0	0	0	0	0	0	0	0
TLH	10-20 Year Treasury Bd Ishares			0	0	0	0	0	0	0	0
TLTD	Flexshares Dev Mkt Ex-US Factor Tilt Index Fund			0	0	0	0	0	0	0	0
TLTE	Flexshares EM Factor Tilt Index Fund			0	0	0	0	0	0	0	0
TMF	20+ Year Trsy Bull 3X Direxion			0	0	0	0	0	0	0	0
TMFC	Motley Fool 100 Index ETF ETF			0	0	0	0	0	0	0	0
TMP	Tompkinstrustco	Finance	Major Banks	21.3	4.12	2.05	15156700	1.8	2.44	5.14	2.26
TMQ	Trilogy Metals Inc			0	-0.11	0	105676500	0	0	0	3.36
TMV	20+ Year Trsy Bear 3X Direxion			0	0	0	0	0	0	0	0
TNA	Smallcap Bull 3X Direxion			0	0	0	0	0	0	0	0
TOK	Kokusai Index MSCI Ishares			0	0	0	0	0	0	0	0
TOLZ	DJ Brookfield Global Proshares			0	0	0	0	0	0	0	0
TOTL	Total Return Tactical ETF SPDR			0	0	0	0	0	0	0	0
TPHS	Trinity Pl Hldgs Inc			0	-0.24	0	31445380	0	0	172.95	3.5
TPOR	Direxion Daily Transportation Bull 3X Shares			0	0	0	0	0	0	0	0
TPYP	Tortoise North Amer Pipeline Fund			0	0	0	0	0	0	0	0
TRSK	Velocity Tail Risk Hedged			0	0	0	0	0	0	0	0
TRT	Trio-Tech International	Technology	Industrial Machinery/Components	14.281	0.36	0	3522661	0	0	0.471	0.903
TRX	Tanzanian Royalty Exploration Corp			0	-0.076	0	119524000	0	0	0	0.9333
TRXC	Transenterix Inc			0	-0.47	0	148535900	0	0	84.14	3.43
TTAC	Trimtabs Float Shrink ETF			0	0	0	0	0	0	0	0
TTAI	Trimtabs ETF Trust ETF			0	0	0	0	0	0	0	0
TTFS	Advisorshares Wilshire Buyback ETF			0	0	0	0	0	0	0	0
TTT	Ultrapro Short 20+ Year Trsy Proshares			0	1.2	0	0	0	0	0	0
TUZ	1-3 Year US Treasury Index ETF Pimco			0	0	0	0	0	0	0	0
TWM	Ultrashort Russell 2000 Proshares			0	0	0	0	0	0	0	0
TYBS	20+ Year Trsy Bear 1X Direxion			0	0	0	0	0	0	0	0
TYD	7-10 Year Treasury Bull 3X Direxion			0	0	0	0	0	0	0	0
TYNS	7-10 Year Treasury Bear -1X Direxion			0	0	0	0	0	0	0	0
TYO	7-10 Year Treasury Bear -3X Direxion			0	0	0	0	0	0	0	0
TZA	Smallcap Bear 3X Direxion			0	0.27	0	0	0	0	0	0
UAG	CMCI Agriculture TR ETN UBS E-Tracs			0	0	0	0	0	0	0	0
UAMY	U S Antimony Corp			0	-0.021	0	67496980	0	0	1.5262	1.5207
UAUD	Citigroup Global Markets Holdings Inc			0	0	0	0	0	0	0	0
UBC	CMCI Livestock TR ETN UBS E-Tracs			0	0	0	0	0	0	0	0
UBG	CMCI Gold TR ETN UBS E-Tracs			0	0	0	0	0	0	0	0
UBM	CMCI Industrial Metals TR ETN UBS E-Tracs			0	0	0	0	0	0	0	0
UBN	CMCI Energy TR ETN UBS E-Tracs			0	0	0	0	0	0	0	0
UBR	Ultra MSCI Brazil Proshares			0	0	0	0	0	0	0	0
UBRT	CS Axelatrader 3X Long Brent Crude Oil ETN			0	0	0	0	0	0	0	0
UBT	Ultra 20+ Year Treasury Proshares			0	0	0	0	0	0	0	0
UCC	Ultra Consumer Services Proshares			0	0	0	0	0	0	0	0
UCHF	Citigroup Global Markets Holdings Inc			0	0	0	0	0	0	0	0
UCI	CMCI TR ETN UBS E-Tracs			0	0	0	0	0	0	0	0
UCIB	Etracs UBS Bberg Constant Maturity ETN			0	0	0	0	0	0	0	0
UCO	Ultra DJ-UBS Crude Oil Proshares			0	0	0	0	0	0	0	0
UDN	DB US Dollar Bearish Powershares			0	0	0	0	0	0	0	0
UDOW	Ultrapro DOW 30 Proshares			0	0	0	0	0	0	0	0
UEC	Uranium Energy	Basic Industries	Precious Metals	0	-0.14	0	155853500	0	0	0	3.45
UEUR	Citigroup Global Markets Holdings Inc			0	0	0	0	0	0	0	0
UEVM	Usaa MSCI EM Value Momentum Blend Index ETF			0	0	0	0	0	0	0	0
UFAB	Unique Fabricating Inc			10.78	0.81	6.93	9756014	0.6	0.56	0.47	1.66
UGA	US Gasoline			0	0	0	0	0	0	0	0
UGAZ	Natural Gas 3X Long ETN Velocityshares			0	0	0	0	0	0	0	0
UGBP	Citigroup Global Markets Holdings Inc			0	0	0	0	0	0	0	0
UGE	Ultra Consumer Goods Proshares			0	0	0	0	0	0	0	0
UGL	Ultra Gold Proshares			0	0	0	0	0	0	0	0
UHN	US Heating Oil			0	0	0	0	0	0	0	0
UITB	Usaa Core Intermediate-Term Bond ETF			0	0	0	0	0	0	0	0
UIVM	Usaa MSCI Intl Value Momentum Blend Index ETF			0	0	0	0	0	0	0	0
UJB	Ultra High Yield Proshares			0	0	0	0	0	0	0	0
UJPY	Citigroup Global Markets Holdings Inc			0	0	0	0	0	0	0	0
ULBR	Citigroup Global Markets Holdings Inc Velocitysh			0	0	0	0	0	0	0	0
ULE	Ultra Euro Proshares			0	0	0	0	0	0	0	0
ULST	SSGA Ultra Short Term Bond SPDR			0	0	0	0	0	0	0	0
ULVM	Usaa MSCI USA Value Momentum Blend Index ETF			0	0	0	0	0	0	0	0
UMDD	Ultrapro Midcap 400 Proshares			0	0	0	0	0	0	0	0
UNG	US Natural Gas Fund			0	1.4	0	0	0	0	0	0
UNL	US 12 Month Natural Gas			0	0	0	0	0	0	0	0
UPRO	Ultrapro S&P 500 Proshares			0	0	0	0	0	0	0	0
UPV	Ultra FTSE Europe Proshares			0	0	0	0	0	0	0	0
UPW	Ultra Utilities Proshares			0	0	0	0	0	0	0	0
UQM	Uqm Technologies Inc	Capital Goods	Industrial Machinery/Components	0	-0.36	0	48643480	0	0	10.7	9.22
URA	G-X Uranium ETF			0	0	0	0	0	0	0	0
URE	Ultra Real Estate Proshares			0	-0.16	0	0	0	0	0	0
URG	Ur Energy Inc	Basic Industries	Precious Metals	9.8111	0.054	0	145866400	0	0	1.7373	1.7317
URR	Euro 2X ETN Vaneck			0	0	0	0	0	0	0	0
URTH	World Index MSCI Ishares			0	0	0	0	0	0	0	0
URTY	Ultrapro Russell 2000 Proshares			0	0	0	0	0	0	0	0
USAG	US Agriculture Index			0	0	0	0	0	0	0	0
USAI	American Energy Independence ETF			0	0	0	0	0	0	0	0
USAS	Americas Silver Corp			0	-0.02	0	39907500	0	0	2.5	1.78
USCI	US Commodity Index			0	0	0	0	0	0	0	0
USD	Ultra Semiconductors Proshares			0	0	0	0	0	0	0	0
USDU	Wisdomtree USD Bullish Fund			0	0	0	0	0	0	0	0
USEQ	Powershares Russell 1000 Enhanced Equal Weight P			0	0	0	0	0	0	0	0
USFR	Wisdomtree Floating Rate Treasury Fund			0	0	0	0	0	0	0	0
USHY	Ishares Broad USD High Yield Corporate Bond ETF			0	0	0	0	0	0	0	0
USL	US 12 Month Oil	Pollution Control		0	0	0	0	0	0	0	0
USMF	Wisdomtree U.S. Multifactor Fund			0	0	0	0	0	0	0	0
USMV	US Min Vol MSCI Ishares			0	0	0	0	0	0	0	0
USO	US Oil Fund	Finance	Investment Brokerage - Regional	0	2.01	0	0	0	0	0	0
USOD	United States 3X Short Oil Fund			0	0	0	0	0	0	0	0
USOU	United States 3X Oil Fund			0	0	0	0	0	0	0	0
USRT	Ishares Core US REIT ETF			0	0	0	0	0	0	0	0
UST	Ultra 7-10 Year Treasury Proshares			0	0	0	0	0	0	0	0
USTB	Usaa Core Short-Term Bond ETF			0	0	0	0	0	0	0	0
USV	CMCI Silver TR ETN UBS E-Tracs			0	0	0	0	0	0	0	0
USVM	Usaa MSCI USA Small Cap Value Momentum Blend Ind			0	0	0	0	0	0	0	0
UTES	Reaves Utilities ETF			0	0	0	0	0	0	0	0
