Symbol	Name	Sector	Industry	PE	EPS	DivYield	Shares	DPS	PEG	PtS	PtB
IVTY	Invuity Inc			0	-2.52	0	17049430	0	-0.15	4.07	11.64
IXUS	Ishares Core Total International Stock ETF			0	0	0	0	0	0	0	0
IZEA	Izea Inc			0	-1.36	0	5705167	0	-0.27	0.64	2.9
JACK	Jack In The Box Inc	Consumer Services	Restaurants	24	4.33	1.54	29414590	1.6	1.79	1.86	0
JAGX	Jaguar Animal			0	-0.156	0	108184300	0	-0.01	11.1912	0
JAKK	Jakks Pacific Inc	Consumer Non-Durables	Recreational Products/Toys	0	-0.67	0	22772880	0	2.28	0.1	0.51
JASN	Jason Indst			0	-2.88	0	25966290	0	0	0.07	0
JASNW	Jason Industries WT			0	0	0	0	0	0	0	0
JASO	JA Solar Holdings	Technology	Semiconductors	4.49	1.65	0	46862530	0	-0.4	0.13	0.34
JAZZ	Jazz Pharma Plc	Consumer Durables	Major Pharmaceuticals	20.63	6.49	0	60097050	0	0.72	5.4	3.78
JBHT	J B Hunt Transport	Transportation	Trucking Freight/Courier Services	29.21	3.75	0.84	109752800	0.92	2.31	1.73	8.12
JBLU	Jetblue Airways Cp	Transportation	Air Freight/Delivery Services	9.84	1.97	0	328689400	0	8.67	0.95	1.58
JBSS	John B Sanfilippo	Consumer Non-Durables	Specialty Foods	21.55	3.17	0.72	11296990	0.5	0	0.92	3.3
JCOM	J2 Global Inc	Technology	Telecommunications Equipment	24.58	2.98	2.1	48384900	1.54	0.82	3.58	3.65
JCS	Commun Systems Inc	Public Utilities	Telecommunications Equipment	0	-0.99	3.7	8956522	0.16	0	0.43	0.69
JCTCF	Jewett-Cameron Trd	Consumer Services	RETAIL: Building Materials	13.02	1.11	0	2244983	0	0	0.69	1.69
JD	Jd.Com Inc Ads			0	-0.31	0	1423180000	0	24.45	1.1	6.8
JJSF	J J Snack Foods	Consumer Non-Durables	Specialty Foods	33.29	4.01	1.27	18725190	1.68	5.26	2.41	3.68
JKHY	Jack Henry & Assoc	Technology	EDP Services	35.17	3.14	1.14	77417600	1.24	2.76	5.89	8.17
JKI	Ishares Mid-Cap Value ETF			0	12.76	0	0	0	0	0	0
JMBA	Jamba Inc	Consumer Services	Restaurants	0	-1.03	0	15328450	0	1.59	1.52	172.77
JMU	Wowo Ltd Ads			0	-0.37	0	82000000	0	0	2.19	0.36
JNCE	Jounce Therapeutics Inc			516.3	0.03	0	32154230	0	0	5.66	2.51
JNP	Juniper Pharm Inc			6.2	0.77	0	10843750	0	0	0.91	1.31
JOBS	51Job Inc	Technology	Diversified Commercial Services	44.37	1.4	0	61486600	0	63.98	9.84	4.48
JOUT	Johnson Outdoors I	Consumer Non-Durables	Recreational Products/Toys	22.68	3.24	0.55	9831972	0.4	1.39	1.51	2.99
JRJC	China Finance Online	Miscellaneous	Business Services	0	-1.62	0	22714910	0	0	0.98	0.77
JRVR	James River Gp HD	Finance	Property & Casualty Insurance	16.08	2.65	2.79	29508200	1.2	0	1.81	1.76
JSM	SLM Cp 6% Sr Nt			0	2.61	0	0	0	0	0	0
JSMD	Janus Small/Midcap Growth ETF			0	0	0	0	0	0	0	0
JSML	Janus Smallcap Growth ETF			0	0	0	0	0	0	0	0
JSYN	Jensyn Acq Cp CS			0	-0.214	0	1934828	0	0	0	3.9977
JSYNR	Jensyn Acq Cp Rt			0	0	0	0	0	0	0	0
JSYNU	Jensyn Acq Cp Ut			0	0	0	0	0	0	0	0
JSYNW	Jensyn Acq Cp WT			0	0	0	0	0	0	0	0
JTPY	Jetpay Corp			0	-0.675	0	15672420	0	0	0.4019	5.3571
JUNO	Juno Therapeutics			0	-2.83	0	104986900	0	0	55.3	4.87
JVA	Coffee Holding Co	Consumer Non-Durables	Beverages (Production/Distribution)	44.74	0.1	0	5859447	0	0	0.35	1.02
JXSB	Jacksonville Bncp	Finance	Banks	17.86	1.68	1.33	1798000	0.4	0	3.73	1.1
JYNT	The Joint Corp			0	-0.85	0	13178970	0	-0.68	2.59	12.96
KAAC	Kayne Anderson Acquisition Corp Class A			0	0	0	11191560	0	0	0	21.79
KAACU	Kayne Anderson Acquisition Corp Unit			0	0	0	35000000	0	0	0	0
KAACW	Kayne Anderson Acquisition Corp Warrant			0	0	0	0	0	0	0	0
KALA	Kala Pharmaceuticals Inc			0	-32.85	0	24226970	0	0	0	0
KALU	Kaiser Aluminum	Capital Goods	Metal Fabrications	21.79	4.55	2.02	16831280	2	2.24	1.22	2.17
KALV	Kalvista Pharmaceuticals Inc			0	-3.07	0	9712698	0	0	202.03	4.72
KANG	Ikang Healthcare ADR			0	-0.14	0	64550000	0	0	2.06	3.08
KBAL	Kimball Intl Cl B			20.26	0.99	1.4	37484050	0.28	0	1.12	4.24
KBLM	Kbl Merger Corp IV			0	0	0	14878480	0	0	0	0
KBLMR	Kbl Merger Corp IV Right			0	0	0	0	0	0	0	0
KBLMU	Kbl Merger Corp IV Unit			0	0	0	0	0	0	0	0
KBLMW	Kbl Merger Corp IV Warrant			0	0	0	0	0	0	0	0
KBSF	Kbs Fashion Gp Ltd			0	-7.95	0	1772358	0	0	0.11	0.05
KBWB	KBW Bank Powershares			0	0	0	0	0	0	0	0
KBWD	KBW High Div Yld Financial Powershares			0	0	0	0	0	0	0	0
KBWP	KBW Prop & Casuality Insur Powershares			0	0	0	0	0	0	0	0
KBWR	KBW Regional Banking Powershares			0	0	0	0	0	0	0	0
KBWY	KBW Prem Yld Equity REIT Powershares			0	0	0	0	0	0	0	0
KCAP	Kcap Financial	Finance	Closed-End Fund - Equity	23.27	0.15	14.12	37002860	0.48	0.73	3.87	0.66
KCAPL	Kcap Financial Inc 6.125% Notes Due 2022			0	0	0	2000000	0	0	0	0
KE	Kimball Electrnc			17.9	1.24	0	26813960	0	0	0.63	1.72
KELYA	Kelly Svcs Cl A	Technology	Professional Services	8	3.34	1.14	38187940	0.3	1.01	0.19	0.94
KELYB	Kelly Services Cl	Technology	Professional Services	6.89	3.34	1.3	38307830	0.3	0	0.16	0.75
KEQU	Kewaunee Scientifi	Capital Goods	Medical Specialities	17.49	1.6	2.37	2712857	0.68	0	0.58	1.78
KERX	Keryx Biopharm Inc	Consumer Durables	Major Pharmaceuticals	0	-1.72	0	118749600	0	-0.04	15.33	25.6
KEYW	Keyw Holding Corp	Technology	EDP Services	0	-0.48	0	49032390	0	-1.12	1.12	1.24
KFFB	Kentucky First Fed	Finance	Savings Institutions	87.73	0.11	4.15	8358549	0.4	0	8.08	1.2
KFRC	Kforce Inc	Technology	Professional Services	15.16	1.37	2.3	25289900	0.48	0.46	0.39	3.9
KGJI	Kingold Jewelry Inc	Miscellaneous	Business Services	3.37	0.67	0	66017620	0	0	0.1	0.46
KHC	Kraft Heinz Co			24.78	3.12	3.23	1218241000	2.5	2.13	3.6	1.61
KIDS	Orthopediatrics Corp			0	-7.52	0	12044270	0	0	0	0
KIN	Kindred Biosciences			0	-1.17	0	27836490	0	-0.15	0	2.41
KINS	Kingstone Cos Inc	Finance	Specialty Insurers	16.08	1.04	1.9	10629760	0.32	0	2.12	1.93
KIRK	Kirkland's Inc	Consumer Services	Other Specialty Stores	23.7	0.52	0	16011380	0	1.46	0.33	1.54
KLAC	K L A-Tencor Corp	Capital Goods	Electronic Components	18.38	5.88	2.19	156842800	2.36	1.4	4.91	12.87
KLIC	Kulicke and Soffa	Technology	Semiconductors	18.55	1.2	0	71268490	0	1.32	2.14	1.78
KLXI	Klx Inc			37.18	1.48	0	51426500	0	0.73	1.76	1.24
KMDA	Kamada Ltd			0	-0.05	0	37400000	0	9.35	2.15	2.76
KMPH	Kempharm Inc			0	-3.1	0	14656760	0	0	0	0
KNDI	Kandi Techs Grp	Capital Goods	Auto Manufacturing	0	-0.95	0	48020440	0	0	6.24	1.67
KNSL	Kinsale Capital Group Inc			70.06	0.63	0.54	20968080	0.24	2.35	5.66	4.09
KONA	Kona Grill Inc	Consumer Services	Restaurants	0	-2.6	0	10102860	0	-0.15	0.19	1.63
KONE	Kingtone Wirelessinf	Technology	EDP Services	15.68	0.2	0	1403846	0	0	4.85	0.24
KOOL	Cesca Therapeutics I	Capital Goods	Medical Specialities	0	-3.27	0	9946565	0	0	2.69	1.26
KOPN	Kopin Cp	Technology	Semiconductors	0	-0.44	0	72187320	0	-0.52	10.99	2.86
KOSS	Koss Cp	Consumer Non-Durables	Consumer Electronics/Appliances	0	-0.13	0	7380645	0	0	0.49	0.67
KPTI	Karyopharm Therapeut			0	-2.69	0	47137800	0	-0.13	2836.82	2.82
KRMA	G-X Conscious Companies ETF			0	30.556	0	0	0	0	0	0
KRNT	Kornit Digital Ord			0	-0.01	0	33735100	0	2.29	4.37	3.53
KRNY	Kearny Financial	Finance	Savings Institutions	70.45	0.22	0.78	80645160	0.12	16.1	11.5	1.18
KRYS	Krystal Biotech Inc			0	-0.63	0	9643426	0	0	0	0
KTCC	Key Tronic Cp	Technology	Computer peripheral equipment	13.9	0.51	0	10758820	0	0	0.16	0.64
KTEC	Key Technology Inc	Technology	Industrial Machinery/Components	34.61	0.52	0	6486080	0	2.4	0.86	1.68
KTOS	Kratos Defns	Consumer Services	Telecommunications Equipment	0	-0.61	0	87281790	0	9.38	1.51	3.04
KTOV	Kitov Pharamceut Ads			0	-1.9	0	7660551	0	0	0	1.8
KTOVW	Kitov Pharamceuti WT			0	0	0	0	0	0	0	0
KTWO	K2M Group Hldngs			0	-0.95	0	43268230	0	-1.18	3.45	3.37
KURA	Kura Oncology			0	-1.53	0	19987730	0	0	0	6.41
KVHI	K V H Inds Inc	Technology	Radio And Television Broadcasting And Communications Equipment	0	-0.67	0	17087660	0	3.24	1.17	1.89
KZIA	Kazia Therapeutics Ltd			0	0	0	0	0	0	0	0
LABL	Multi Color Cp	Miscellaneous	Publishing	23.98	3.47	0.24	17067310	0.2	5.6	1.52	3.41
LACQU	Leisure Acquisition Corp Unit			0	0	0	0	0	0	0	0
LACQW	Leisure Acquisition Corp. Warrant			0	0	0	0	0	0	0	0
LAKE	Lakeland Inds Inc	Health Care	Industrial Specialties	19.33	0.82	0	8032177	0	1.84	1.39	1.51
LALT	Multi-Strategy Alternative PS			0	0	0	0	0	0	0	0
LAMR	Lamar Advertis A	Technology	Advertising	22.54	3.05	4.96	98079160	3.32	7.36	4.44	6.28
LANC	Lancaster Colony Cor	Consumer Non-Durables	Packaged Foods	31.14	4.2	1.73	27446480	2.2	9.05	2.9	6.05
LAND	Gladstone Land Corp			288.91	0.05	3.86	12011290	0.53	22.12	7.54	1.69
LANDP	Gladstone Land Corp			564.457	0.046	6.15	12011170	1.59	0	14.787	3.313
LARK	Landmark Bancorp Inc	Finance	Major Banks	13.14	2.25	2.77	3872887	0.8	0	2.76	1.23
LAUR	Laureate Education Inc	Consumer Services	Education & Training Services	189.15	0.07	0	168280000	0	0.59	0.53	1.59
LAWS	Lawson Products In	Consumer Durables	Industrial Specialties	41.33	0.59	0	8874134	0	3.09	0.77	3.14
LAYN	Layne Christensen	Basic Industries	Engineering & Construction	0	-3.33	0	19880830	0	-11.21	0.45	4.78
LBAI	Lakeland Bancorp Inc	Finance	Major Banks	20.04	1.04	1.92	47351920	0.4	2.12	5.55	1.73
LBC	Luther Burbank Corporation			0	0	0	0	0	0	0	0
LBCC	Long Blockchain Corp			0	0	0	0	0	0	0	0
LBIX	Leading Brands	Consumer Non-Durables	Beverages (Production/Distribution)	0	-2.42	0	2805195	0	0	4.37	1.57
LBRDA	Liberty Broadbd A			485.59	0.17	0	181829200	0	-587.43	498.43	1.76
LBRDK	Liberty Broadbd C			491.06	0.17	0	181840000	0	0	507.15	1.79
LBTYA	Liberty Global Ord A	Consumer Services	Television Services	33.51	0.91	0	1003608000	0	1.5	1.61	2.66
LBTYB	Liberty Global Ord B	Consumer Services	Television Services	34.12	0.91	0	1003543000	0	0	1.61	2.66
LBTYK	Liberty Global Ord C	Consumer Services	Television Services	32.55	0.91	0	1003714000	0	0	1.56	2.57
LCA	Landcadia Holdings Inc			288	0.04	0	7552580	0	0	0	15.23
LCAHU	Landcadia Holding Un			306.8371	0.035	0	7552634	0	0	0	16.2225
LCAHW	Landcadia Holdings Inc Warrant			0	0	0	0	0	0	0	0
LCNB	Lcnb Corp			16.8	1.28	2.99	10007910	0.64	12.04	4.25	1.45
LCUT	Lifetime Brands Inc	Capital Goods	Industrial Machinery/Components	15.99	1.2	0.89	14797920	0.17	1.45	0.48	1.41
LDRI	Ladderrite 0-5 Year Corporate Bond PS			0	0	0	0	0	0	0	0
LE	Lands' End Inc			0	-3.56	0	32095320	0	4.2	0.3	1.54
LECO	Lincoln Elec Hldg	Technology	Industrial Machinery/Components	26.69	3.46	1.58	65944770	1.56	2.05	2.78	7.64
LEDS	Semileds Corp	Technology	Semiconductors	0	-4.58	0	3543269	0	0	0.88	0.87
LEGR	First Trust Indxx Innovative Transaction & Proce			0	0	0	0	0	0	0	0
LENS	Presbia Plc Ord Shs	Consumer Services	Photographic Equipment & Supplies	0	-1.19	0	16956190	0	0	4917.24	5.9
LEXEA	Liberty Expedia Holdings Inc			1.22	37.75	0	57204770	0	0	0.49	1.15
LEXEB	Liberty Expedia Holdings Inc Series B			1.46	37.75	0	57272730	0	0	0.51	1.17
LFIN	Longfin Corp			0	0	0	19888	0	0	0	0
LFUS	Littelfuse Inc	Consumer Durables	Electrical Products	33.03	6.35	0.64	22727270	1.32	1.78	4.05	5.27
LFVN	Lifevantage Cp			50.36	0.11	0	14227440	0	0	0.4	5.47
LGCY	Legacy Reserves LP	Energy	Oil & Gas Production	0	-1.72	0	72883120	0	2.9	0.3	0
LGCYO	Legacy Resrvs Sr B			0	-1.72	0	72880590	0	0	0.94	0
LGCYP	Legacy Resrvs Sr A			0	-1.719	0	72880960	0	0	0.9419	0
LGIH	LGI Homes Inc			15.68	3.77	0	21680220	0	0.73	1.31	3.03
LGND	Ligand Pharm	Consumer Durables	Major Pharmaceuticals	353.24	0.41	0	21059170	0	1.53	25.74	7.36
LHCG	LHC Group Inc	Health Care	Medical/Nursing Services	30.46	2.26	0	18303310	0	2.06	1.29	2.89
LIFE	Atyr Pharma Inc	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	0	-2.19	0	23838460	0	0	0	2.86
LILA	Liberty Latin America Cl A			0	-0.93	0	171226400	0	-2.33	1	0.89
LILAK	Liberty Latin America Cl C			0	-0.93	0	171428600	0	1.56	1	0.89
LINC	Lincoln Educational	Consumer Services	Other Consumer Services	0	-1.56	0	24720000	0	-0.49	0.3	1.47
LIND	Lindblad Expd Hld			0	-0.07	0	45066230	0	0	1.91	4.16
LINDW	Lindblad Expd WT			0	0	0	0	0	0	0	0
LINK	Interlink Elctrnc			22.12	0.33	0	7335617	0	0	4.4	5.04
LINU	Liniu Technology Group			0	-19.82	0	12464480	0	0	1.68	2.12
LION	Fidelity Southern Cp	Finance	Major Banks	12.53	1.78	2.16	26704800	0.48	3.29	2.2	1.56
LITE	Lumentum Hld			0	-1.71	0	61501600	0	1.09	3.79	6.12
LIVE	Live Ventures	Technology	EDP Services	6.055	2.152	0	2009931	0	0	0.2025	0.8145
LIVN	Livanova Plc Or Sh			131.23	0.56	0	48850180	0	1.64	2.96	1.92
LJPC	La Jolla Pharma	Consumer Durables	Biotechnology	0	-5.12	0	22123030	0	-0.48	5475.91	5.28
LKFN	Lakeland Finl Corp	Finance	Major Banks	22.2	2.23	1.78	25050510	0.88	2.07	7.77	2.75
LKOR	Flexshares Credit Scored US Long Corp			0	0	0	0	0	0	0	0
LKQ	LKQ Corp			23.03	1.6	0	308927600	0	0.74	1.25	2.97
LLIT	Lianluo Smart Ltd			0	-0.3	0	17312060	0	0	2.98	1.64
LLNW	Limelight Networks	Miscellaneous	Business Services	0	-0.14	0	109247900	0	-23.33	3.09	3.8
LMAT	Lemaitre Vascular	Health Care	Medical/Dental Instruments	44.66	0.7	0.59	19022070	0.22	3.1	7.34	7.15
LMB	Limbach Holdings Inc			0	-0.64	0	7454284	0	1.83	0.21	2.24
LMBS	Low Duration Opportunities ETF FT			0	0	0	0	0	0	0	0
LMFA	Lm Funding			0	-0.8	0	3297980	0	0	1.96	2.13
LMFAW	Lm Funding WT			0	0	0	0	0	0	0	0
LMNR	Limoneira Co	Consumer Non-Durables	Farming/Seeds/Milling	40.45	0.58	0.95	14404840	0.22	1.74	2.67	2.4
LMNX	Luminex Corp	Health Care	Medical/Dental Instruments	62.88	0.32	1.19	44070900	0.24	0.67	2.97	2.08
LMRK	Landmark Cmn Units			33.14	0.52	8.27	22883810	1.43	0	8.3	1.28
LMRKO	Landmark Infrastructure Partners LP			48.87	0.52	7.74	22883970	1.98	0	12.28	1.89
LMRKP	Landmark Inf Prf			49.33	0.52	7.77	22883880	2	0	12.34	1.9
LNCE	Snyders-Lance Inc	Consumer Non-Durables	Specialty Foods	103.26	0.37	1.69	96578950	0.64	2.06	1.66	1.96
LNDC	Landec Cp	Basic Industries	Major Chemicals	39.26	0.34	0	27506370	0	2.38	0.69	1.57
LNGR	G-X Longevity Thematic Et			0	0	0	0	0	0	0	0
LNTH	Lantheus Holdings			26.37	0.73	0	37349740	0	0.69	2.17	0
LOAN	Manhattan Bridge	Finance	Finance Companies	15.62	0.38	7.49	8100841	0.44	0	11.31	2.07
LOB	Live Oak Bancsh			34.9	0.69	0.49	34664180	0.12	0	5.56	3.54
LOCO	El Pollo Loco			25.43	0.46	0	38651280	0	1.15	1.14	1.61
LOGI	Logitech Int S.A.	Technology	Computer peripheral equipment	26.12	1.33	1.83	163877700	0.63	1.77	2.48	5.94
LOGM	Logmein Inc	Technology	Computer Software: Prepackaged Software	0	-0.08	0.82	52765260	1	0.78	10.42	2.09
LONE	Lonestar Resources US Inc			0	-5.94	0	21824860	0	0	1.15	0.46
LOOP	Loop Industries Inc	Finance	Real Estate	479.25	0.04	0	42681270	0	0.89	9.44	4.59
LOPE	Grand Canyon Educati	Consumer Services	Other Consumer Services	24.67	3.62	0	47208860	0	1.45	4.58	4.83
LORL	Loral Space Comm	Technology	Radio And Television Broadcasting And Communications Equipment	28.06	1.72	0	30912860	0	0	0	6.28
LOXO	Loxo Oncology CS			0	-4.18	0	29826590	0	0	0	5.55
LPCN	Lipocine Inc			0	-0.93	0	20580110	0	0	0	2.86
LPLA	Lpl Financial Hld	Finance	Investment Bankers/Brokers/Service	21.67	2.3	1.89	89815560	1	1.72	1.15	5.33
LPNT	Lifepoint Health	Health Care	Hospital/Nursing Management	11.033	4.466	0	40182650	0	1.43	0.35	0.984
LPSN	Liveperson Inc	Technology	Computer Software: Prepackaged Software	0	-0.51	0	58900000	0	5.74	3.92	6.25
LPTH	Lightpath Tech Inc	Technology	Semiconductors	10.42	0.36	0	24248000	0	0	3.15	3.01
LPTX	Leap Therapeutics Inc			0	-3.15	0	9395176	0	0.67	0	2.72
LQDT	Liquidity Services	Miscellaneous	Business Services	0	-2.53	0	31503390	0	0.39	0.64	1.28
LRAD	Lrad Corp	Consumer Non-Durables	Consumer Electronics/Appliances	0	-0.05	0	31926610	0	0	3.88	1.99
LRCX	Lam Research Corp	Technology	Industrial Machinery/Components	18.99	10.95	0.87	162163500	1.8	0.8	3.78	4.61
LRGE	Legg Clearbridge Large Cap Groowth ETF			0	0	0	0	0	0	0	0
LSBK	Lake Shore Bancorp	Finance	Savings Institutions	35.88	0.44	1.97	5950820	0.32	0	5.51	1.24
LSCC	Lattice Semicond	Technology	Semiconductors	0	-0.34	0	122970900	0	3.22	1.66	2.75
LSTR	Landstar System	Transportation	Trucking Freight/Courier Services	29.43	3.46	0.4	41903830	0.4	2.05	1.26	6.87
LSXMA	Liberty Srs XM CS A			30.57	1.38	0	335948600	0	0.99	2.71	1.39
LSXMB	Liberty Srs XM CS B			32.34	1.38	0	335955000	0	0	2.86	1.46
LSXMK	Liberty Srs XM CS C			30.57	1.38	0	336106500	0	1.13	2.71	1.39
LTBR	Lightbridge Corp	Consumer Services	Professional Services	0	-1.19	0	10733330	0	0	18.14	1.81
LTRPA	Liberty Tripadv A			43	0.25	0	75054880	0	0	0.53	1.06
LTRPB	Liberty Tripadv B			52	0.25	0	75055380	0	0	0.62	1.24
LTRX	Lantronix Inc	Technology	Computer Communications Equipment	0	-0.02	0	17837560	0	-3.53	0.85	1.82
LTXB	Legacytexas Fnl			19.46	2.1	1.47	46523020	0.6	1.56	6.18	2.06
LULU	Lululemon Athletica	Consumer Non-Durables	Apparel	30.12	2.07	0	135416700	0	2.09	3.45	6.01
LUNA	Luna Innovations Inc	Health Care	Biotechnology: Commercial Physical & Biological Resarch	0	-0.07	0	27688740	0	0	0.72	1.22
LVHD	Legg Low Vol Hi Div ETF			0	0	0	0	0	0	0	0
LVNTA	Liberty Vntrs Srs A			5.71	9.56	0	85609540	0	0	29.61	1.92
LWAY	Lifeway Foods Inc	Consumer Non-Durables	Packaged Foods	100.92	0.1	0	16067750	0	7.18	1.3	3.28
LX	Lexinfintech Holdings Ltd			0	0	0	0	0	0	0	0
LXRX	Lexicon Pharmaceutcl	Consumer Durables	Major Pharmaceuticals	0	-1.33	0	105882400	0	-0.13	13.1	9.99
LYL	Dragon Victory Intl Ltd			0	0.17	0	0	0	0	0	0
LYTS	L S I Industries I	Consumer Durables	Building Products	56.36	0.12	3.11	25506770	0.2	1.3	0.5	1.03
MACK	Merrimack Pharmaceuticals Inc			0.36	32.12	0	13279090	0	0.06	1.06	1.44
MACQ	M I Acquisitions Inc			0	-0.17	0	2344182	0	0	0	4.74
MACQU	M I Acquisitions Inc Un			0	0	0	5403241	0	0	0	0
MACQW	M I Acquisitions Inc Warrant			0	0	0	0	0	0	0	0
MAGS	Magal Security Syst	Consumer Durables	Telecommunications Equipment	0	-0.16	0	23011570	0	0	1.44	1.22
MAMS	Mam Software Gp			20	0.39	0	12321800	0	0	3.03	9.87
MANH	Manhattan Assoc	Technology	Computer Software: Prepackaged Software	25.18	1.73	0	68838920	0	1.63	5.27	19.98
MANT	Mantech Intl Cp A	Consumer Services	Other Consumer Services	30.52	1.52	1.82	38876890	0.84	10.13	1.09	1.42
MAR	Marriot Int Class A			39.01	3.05	1.14	372423600	1.32	1.88	9.69	9.07
MARA	Marathon Patent Grou			0	-2.128	0	24245010	0	0	14.73	0
MARK	Remark Holdings Inc			0	-1.29	0	22653230	0	0	1.27	0
MARPS	Marine Petroleum U	Energy	Oil & Gas Production	10.784	0.376	13.33	2000099	0.51	0	7.9828	7.4314
MASI	Masimo Corp	Health Care	Biotechnology: Electromedical & Electrotherapeutic Apparatus	14.46	6.1	0	51921550	0	1.55	6.2	6.38
MAT	Mattel Inc	Consumer Non-Durables	Recreational Products/Toys	20.09	0.7	3.9	342857200	0.6	3.41	0.99	2.55
MATR	Mattersight Corp	Consumer Durables	Home Health Care	0	-0.78	0	32747170	0	-0.17	1.99	0
MATW	Matthews Intl Corp	Capital Goods	Metal Fabrications	26.78	2.37	1.07	32258060	0.68	1.41	1.37	2.68
MAYS	J W Mays Inc	Consumer Services	Building operators	41.83	0.95	0	2015019	0	0	4.12	1.61
MB	Mindbody Cls A			0	-0.44	0	46248080	0	-21	8.23	5.39
MBB	MBS Bond Ishares			0	0	0	0	0	0	0	0
MBCN	Middlefield Banc			15.49	2.97	2.35	3211087	1.08	0	4.22	1.26
MBFI	MB Financial Inc	Finance	Savings Institutions	21.21	2.19	1.81	83870970	0.84	2.35	4.19	1.54
MBFIO	MB Financial Inc Dep Shs Repstg 1/40Th Int Sh No			0	0	0	0	0	0	0	0
MBFIP	MB Financial Pd Sr A			11.84	2.19	7.74	84007700	2	0	2.33	0.86
MBII	Marrone Bio Innov			0	-1.161	0	31346530	0	0	1.7382	0
MBIN	Merchants Bancorp			0	0	0	0	0	0	0	0
MBIO	Mustang Bio Inc			0	-1.07	0	0	0	0	0	0
MBOT	Microbot Medical Inc			0	-0.32	0	44036700	0	0	0	4.15
MBRX	Moleculin Biotech CS	Consumer Durables	Biotechnology	0	-0.47	0	20261110	0	0	0	1.59
MBSD	Flexshares Disciplined Duration MBS Index Fund			0	0	0	0	0	0	0	0
MBTF	Mbt Financial Corp	Finance	Major Banks	17.88	0.62	2.23	22869680	0.24	0	4.35	1.83
MBUU	Malibu Boats Cmn A			20.06	1.58	0	20287160	0	1.12	2.28	11.56
MBVX	Mabvax Therapeutics Holdings Inc			0	-4.11	0	10567160	0	0	0	142
MBWM	Mercantile Bank Corp	Finance	Major Banks	19.48	1.91	2.06	16482930	0.76	2.48	5.03	1.68
MCBC	Macatawa Bank Corp	Finance	Major Banks	19.4	0.53	1.95	33937620	0.2	4.58	4.98	2.04
MCEF	Municipal CEF Income Opportunity ETF FT			0	0	0	0	0	0	0	0
MCEP	Mid-Con Energy Partn			0	-0.64	0	30090910	0	-1.88	0.5	0.28
MCFT	Mcbc Holdings			21.88	1.05	0	18636920	0	1.39	1.85	36.02
MCHI	China Index MSCI Ishares			0	1.46	0	0	0	0	0	0
MCHP	Microchip Technology	Technology	Semiconductors	51.03	1.86	1.55	232685800	1.45	0.77	6.05	6.35
MCHX	Marchex Inc	Miscellaneous	Business Services	0	-0.39	0	42754780	0	-4.13	1.26	1.2
MCRB	Seres Theraptc			0	-2.42	0	40511800	0	0.03	17.96	4.5
MCRI	Monarch Casino	Consumer Services	Hotels/Resorts	29.89	1.48	0	17568060	0	1.97	3.36	3.04
MDB	Mongodb Inc Class A			0	-3.35	0	8067983	0	0	0	0
MDCA	Mdc Partners Cl A	Technology	Advertising	0	-0.51	0	58439820	0	5.64	0.46	0
MDCO	Medicines Co	Consumer Durables	Major Pharmaceuticals	0	-10	0	72084810	0	-0.04	20.03	14.81
MDGL	Madrigal Pharmaceuticals Inc			0	-3.25	0	12495100	0	0	0	9.21
MDGS	Medigus Ltd Ads			0	-4.1	0	2751111	0	0	16.18	1.13
MDIV	Multi-Asset Diversified Income Index Fund FT			0	0	0	0	0	0	0	0
MDLZ	Mondelez Intl Cmn A			35.78	1.14	2.15	1507620000	0.88	1.84	2.41	2.4
MDRX	Allscripts Hlthcare	Technology	EDP Services	0	-1.05	0	180555600	0	1.24	1.48	2.18
MDSO	Medidata Solutions	Technology	Computer Software: Prepackaged Software	116.74	0.62	0	56601160	0	2.8	8.38	9.63
MDWD	Mediwound Ltd Ord Sh			0	-0.75	0	21954000	0	-0.07	50.47	0
MDXG	Mimedx Group Inc			63.95	0.19	0	106995900	0	2.63	4.63	8.91
MEDP	Medpace Holdings Inc			62.1	0.57	0	39410260	0	2.15	3.64	2.28
MEET	The Meet Group			14.27	0.24	0	71797660	0	0.41	2.5	0.99
MEIP	Mei Pharma Inc			37	0.07	0	36938220	0	23.8	4.35	1.98
MELI	Mercadolibre Inc	Miscellaneous	Business Services	72.34	3.26	0.27	44143190	0.6	2.27	9.38	22.03
MELR	Melrose Bancorp			23.571	0.805	0	2365745	0	0	5.747	1.014
MEOH	Methanex Cp	Basic Industries	Major Chemicals	19.42	2.57	2.38	86172350	1.2	0.98	1.69	2.73
MERC	Mercer Intl Inc	Basic Industries	Paper	23.76	0.59	3.26	64972760	0.46	1.55	0.93	2.06
MESO	Mesoblast Ltd Ads			0	-0.97	0	84944750	0	-0.3	193.69	0.9
METC	Ramaco Resources Inc			0	-0.24	0	39508440	0	0	8.53	1.95
MFIN	Medallion Fin Cp			6.15	0.35	9.35	23930560	0.2	0.39	2.76	0.18
MFINL	Medallion Fin Notes			0	0	0	1199993	0	0	0	0
MFNC	Mackinac Financial	Finance	Major Banks	14.12	1.1	3.1	6294194	0.48	0	2.45	1.2
MFSF	Mutualfirst Finl Inc	Finance	Major Banks	21.57	1.85	1.59	7380953	0.64	4.2	4.63	2.03
MGEE	Mge Energy Inc	Energy	Electric Utilities: Central	30.25	2.23	1.94	34718100	1.29	0	4.12	3.12
